Area,Property Type,Price,Date,Price per sqm,Rooms,Parking,Building,Community,Nearest Metro,Projected Growth,Investment Score
Business Bay,Unit,1428302.0,9/11/2022,16953.14,1 B/R,1,SOL BAY,Business Bay,Business Bay Metro Station,12.7,64.3
Al Jadaf,Unit,860000.0,9/1/2023,16487.73,Studio,1,D1,Culture Village,Al Jadaf Metro Station,5.9,30.0
Wadi Al Safa 5,Unit,455957.0,4/2/2021,8530.53,Studio,1,AJMAL SARAH,Residential Complex,,8.7,43.7
Wadi Al Safa 2,Unit,360000.0,27-09-2021,4683.84,1 B/R,1,Mazaya 8,Liwan,,6.7,33.7
Wadi Al Safa 2,Unit,490000.0,3/3/2021,4913.76,2 B/R,1,Mazaya 8,Liwan,,5.1,25.8
Nad Al Shiba First,Unit,2000000.0,5/1/2023,14033.12,2 B/R,1,THE POLO RESIDENCE - D5,Meydan,Business Bay Metro Station,5.2,27.1
Business Bay,Unit,494370.0,21-09-2020,7840.92,Office,1,B2B,Business Bay,Buj Khalifa Dubai Mall Metro Station,12.2,61.3
Palm Jumeirah,Unit,1635533.0,2/3/2022,20119.73,1 B/R,1,THE 8,Palm Jumeirah,Mina Seyahi,9.8,49.9
Al Khairan First,Unit,1205000.0,20-01-2022,13222.87,1 B/R,1,THE DUBAI CREEK RESIDENCES - NORTH TOWER 1,The Lagoons,Creek Metro Station,15.0,75.6
Al Thanyah First,Unit,600000.0,24-11-2022,15633.14,Studio,1,The First Central,TECOM Site C,Dubai Internet City,6.1,30.8
Burj Khalifa,Unit,2395000.0,9/2/2023,29339.7,1 B/R,1,BURJ VISTA Tower 1,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,9.8,50.3
Al Hebiah Fourth,Unit,310000.0,31-05-2022,6261.36,Studio,1,BERMUDA VIEWS,Dubai Sports City,Nakheel Metro Station,7.4,37.2
Business Bay,Unit,750000.0,18-07-2021,18717.24,Studio,1,PRIVE BY DAMAC (A),Business Bay,Business Bay Metro Station,11.1,55.9
Al Barsha South Fourth,Unit,640000.0,18-04-2022,8252.74,1 B/R,1,GHALIA,Jumeirah Village Circle,Nakheel Metro Station,11.0,55.3
Palm Jumeirah,Unit,1347434.0,28-06-2021,23680.74,Studio,0,FIVE AT PALM JUMEIRAH DUBAI,Palm Jumeirah,Palm Jumeirah,13.5,68.2
Al Jadaf,Unit,680000.0,9/3/2021,8076.01,1 B/R,1,DUBAI WHARF TOWER 2,Culture Village,Al Jadaf Metro Station,8.7,43.9
Al Hebiah Fourth,Unit,390000.0,13-12-2021,5064.94,1 B/R,1,ZENITH TOWER A2,Dubai Sports City,Nakheel Metro Station,12.3,61.7
Al Hebiah Fourth,Unit,585000.0,15-11-2022,8802.29,1 B/R,1,HERA TOWER,Dubai Sports City,Dubai Internet City,13.8,69.3
Al Hebiah Third,Unit,450000.0,27-01-2023,8140.38,Studio,1,DAMAC HILLS - GOLF HORIZON - TOWER B,DAMAC HILLS,,6.3,31.7
Burj Khalifa,Unit,987000.0,22-06-2022,19811.32,Studio,1,ELITE DOWNTOWN RESIDENCE,Business Bay,Business Bay Metro Station,14.3,72.0
Burj Khalifa,Unit,4300000.0,18-02-2021,29287.56,2 B/R,1,Address Fountain Views Hotel,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,8.4,44.3
Al Hebiah Fourth,Unit,305000.0,23-02-2023,7973.86,Studio,1,EAGLE HEIGHTS,Dubai Sports City,Nakheel Metro Station,14.4,72.2
Palm Jumeirah,Unit,2100000.0,24-05-2021,9901.46,3 B/R,1,BALQIS RESIDENCE 1,Palm Jumeirah,Mina Seyahi,12.3,62.6
Wadi Al Safa 3,Unit,3495898.0,18-03-2021,11748.15,2 B/R,1,G1,,,14.1,72.3
Business Bay,Unit,314310.0,28-10-2021,10764.04,Office,1,Tamani Arts Office,Business Bay,Buj Khalifa Dubai Mall Metro Station,6.5,32.7
Jabal Ali First,Unit,670000.0,25-01-2023,8637.36,1 B/R,1,Avenue Residence 2,Al Furjan,Ibn Battuta Metro Station,14.9,74.9
Marsa Dubai,Unit,1025000.0,14-11-2022,14532.82,2 B/R,1,MARINA WHARF II,Dubai Marina,Jumeirah Beach Residency,9.9,50.0
Marsa Dubai,Unit,1380000.0,15-04-2021,11361.77,2 B/R,1,CONTINENTAL TOWER,Dubai Marina,Jumeirah Beach Resdency,6.5,33.2
Wadi Al Safa 2,Unit,280000.0,8/12/2020,5136.67,1 B/R,1,Mazaya 21,Liwan,,10.7,53.6
Palm Jumeirah,Unit,2430000.0,27-02-2023,24884.79,1 B/R,1,SERENIA RESIDENCES BUILDING B,Palm Jumeirah,Al Sufouh,6.1,31.8
Palm Jumeirah,Unit,3918000.0,27-05-2022,36882.24,1 B/R,1,THE PALM TOWER,Palm Jumeirah,Palm Jumeirah,5.6,30.1
Me'Aisem First,Unit,600000.0,22-09-2022,9099.18,1 B/R,1,AFNAN 4,International Media Production Zone,Harbour Tower,13.0,65.3
Jabal Ali First,Unit,330000.0,9/2/2021,8643.27,Studio,1, Starz Tower 1,Al Furjan,Ibn Battuta Metro Station,11.9,59.7
Jabal Ali First,Unit,760000.0,15-09-2022,9054.09,1 B/R,1,MURANO RESIDENCE 1,Al Furjan,Ibn Battuta Metro Station,13.0,65.4
Warsan Fourth,Unit,280000.0,11/1/2023,5777.96,Studio,1,MODELUX TOWER 1,International City Phase 3,Rashidiya Metro Station,11.2,56.1
Al Barsha South Fourth,Unit,470000.0,2/2/2022,5703.19,1 B/R,1,ALCOVE,Jumeirah Village Circle,Dubai Internet City,10.9,54.7
Al Barsha South Fourth,Unit,310000.0,18-11-2020,7942.61,Studio,1,CRYSTAL RESIDENCE,Jumeirah Village Circle,Dubai Internet City,5.3,26.7
Business Bay,Unit,1596888.0,3/1/2021,12916.67,2 B/R,1,NOURA TOWER,,Business Bay Metro Station,10.0,50.8
Marsa Dubai,Unit,3566411.0,19-09-2022,33604.17,1 B/R,1,Jumeirah Gate Tower 2,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,13.9,71.4
Al Hebiah First,Unit,1225000.0,7/11/2022,8876.17,2 B/R,1,Oia Residence,Motor City,Dubai Internet City,5.1,26.1
Hadaeq Sheikh Mohammed Bin Rashid,Unit,950000.0,9/5/2022,14683.15,1 B/R,1,Park Point Building C,DUBAI HILLS,First Abu Dhabi Bank Metro Station,12.7,64.0
Al Jadaf,Unit,453000.0,21-06-2022,10989.81,Studio,1,Azizi Aliyah Residences,Dubai Health Care City Phase 2,Al Jadaf Metro Station,14.0,70.2
Marsa Dubai,Unit,4250000.0,15-11-2021,30146.12,2 B/R,1,Jumeirah Living Marina Gate,,Marina Towers,12.8,66.2
Marsa Dubai,Unit,1916718.0,26-05-2021,21885.34,1 B/R,1,Jumeirah Living Marina Gate,,Marina Towers,12.1,61.5
Al Barsha South Fourth,Unit,750000.0,22-02-2022,8430.76,1 B/R,1,HAMENI TOWER,Jumeirah Village Circle,Dubai Internet City,6.0,30.4
Marsa Dubai,Unit,3643000.0,7/11/2022,30010.71,1 B/R,1,Bluewaters Residences 3,,Jumeirah Beach Residency,12.2,62.9
Al Thanyah Fifth,Unit,3000000.0,7/12/2020,16852.99,3 B/R,1,The Residences,,Damac Properties,11.5,59.1
Al Barshaa South Third,Unit,606543.0,22-09-2021,12612.66,Studio,1,Vincitore Boulevard 3,Arjan,Sharaf Dg Metro Station,13.8,69.3
Hadaeq Sheikh Mohammed Bin Rashid,Unit,750000.0,23-12-2021,12448.13,1 B/R,1,PARK HEIGHTS II T1,DUBAI HILLS,First Abu Dhabi Bank Metro Station,12.0,60.4
Jabal Ali Industrial Second,Unit,465000.0,28-02-2023,13054.46,Studio,1,Azizi Aura Residences,Down Town Jabal Ali,UAE Exchange Metro Station,14.6,73.2
Wadi Al Safa 3,Unit,726132.0,6/10/2021,5533.28,2 B/R,1,Grenland,Mohammed Bin Rashid AL Maktoum District 11,,11.1,55.9
Al Barsha South Fourth,Unit,1170703.0,28-12-2021,9259.69,2 B/R,1,PANTHEON BOULEVARD,,Dubai Internet City,12.9,65.1
Al Barshaa South Third,Unit,450000.0,8/1/2020,10721.94,Studio,0,The Wings - A,Arjan,Sharaf Dg Metro Station,11.1,55.7
Warsan Fourth,Unit,438000.0,27-09-2020,7357.63,1 B/R,1,AL HELAL AL ZAHABY BUILDING 2,International City Phase 3,Rashidiya Metro Station,12.9,64.7
Al Hebiah Fourth,Unit,588432.0,11/4/2021,4519.8,2 B/R,1,Arabian,Dubai Sports City,Nakheel Metro Station,11.4,57.3
Burj Khalifa,Unit,1300000.0,18-11-2021,17370.39,1 B/R,1,Bellevue Towers-2,Business Bay,Business Bay Metro Station,12.2,61.7
Marsa Dubai,Unit,4600000.0,22-08-2022,42545.32,2 B/R,1,BEACH VISTA Tower 1,,,11.2,58.4
Al Thanyah Fifth,Unit,1650000.0,2/2/2022,19101.64,1 B/R,1,BANYAN TREE RESIDENCES HILLSIDE DUBAI,Jumeirah Lakes Towers,Damac Properties,5.0,25.9
Business Bay,Unit,750000.0,23-09-2022,17609.77,Studio,1,Millennium Binghatti Residences Business Bay,Business Bay,Business Bay Metro Station,12.7,63.9
Al Merkadh,Unit,1131339.0,3/10/2022,16086.15,1 B/R,1,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 4",,Business Bay Metro Station,14.5,73.1
Al Thanyah Fifth,Unit,1538021.0,13-01-2022,12378.44,2 B/R,1,MBL RESIDENCE,Jumeirah Lakes Towers,Jumeirah Lakes Towers,12.5,63.3
Jumeirah First,Unit,1800000.0,12/4/2022,23355.39,1 B/R,1,La Cote ? Building 3,,Trade Centre Metro Station,7.9,40.4
Um Suqaim Third,Unit,9000000.0,5/9/2022,33073.64,4 B/R,1,Madinat Jumeirah Living Rahaal 2,,First Abu Dhabi Bank Metro Station,9.7,53.2
Al Barshaa South Third,Unit,1230000.0,27-06-2022,14632.41,1 B/R,1,2020 Marquis,Arjan,Sharaf Dg Metro Station,6.6,33.6
Al Warsan First,Unit,479080.0,6/10/2022,7112.23,1 B/R,1,Tabeer 1,International City Phase 1,Rashidiya Metro Station,6.2,31.3
Business Bay,Unit,3238095.0,29-09-2022,29979.59,1 B/R,1,SLS DUBAI,Business Bay,Buj Khalifa Dubai Mall Metro Station,14.7,75.2
Marsa Dubai,Unit,4744437.0,6/7/2022,21854.7,Shop,1,THE RESIDENCE AT MARINA GATE 2,,Marina Towers,5.3,29.0
Jumeirah First,Unit,2750000.0,3/1/2023,24325.52,2 B/R,1,Le Pont - Building 3,,Trade Centre Metro Station,6.6,34.4
Marsa Dubai,Unit,1550000.0,11/2/2020,10124.1,2 B/R,1,Al Fattan Marine Towers,,Jumeirah Beach Resdency,9.6,48.8
Al Barshaa South Third,Unit,1100000.0,13-01-2022,6975.71,2 B/R,1,SUNRISE LEGEND,Arjan,Sharaf Dg Metro Station,11.6,58.6
Al Khairan First,Unit,6251046.0,16-09-2021,16076.14,4 B/R,1,Creekside 18 Podium,The Lagoons,Creek Metro Station,13.4,70.3
Al Hebiah Second,Unit,390000.0,8/2/2023,8781.81,Studio,1,GHAPH STUDIO,Dubai Studio City,Dubai Internet City,8.3,41.7
Wadi Al Safa 5,Unit,638453.0,12/12/2021,7942.93,1 B/R,1,Binghatti East Boutique Suites,Residential Complex,,8.3,41.8
Hadaeq Sheikh Mohammed Bin Rashid,Unit,1950000.0,7/2/2023,17512.35,2 B/R,1,The Pinnacle,DUBAI HILLS,First Abu Dhabi Bank Metro Station,7.5,38.5
Business Bay,Unit,1036000.0,12/1/2023,13960.38,1 B/R,1,THE BAY,Business Bay,Buj Khalifa Dubai Mall Metro Station,10.7,54.0
Business Bay,Unit,504762.0,15-08-2022,33383.72,Studio,1,SLS DUBAI,Business Bay,Buj Khalifa Dubai Mall Metro Station,10.1,50.8
Jumeirah First,Villa,2500000.0,14-07-2020,10763.8,,0,,,Trade Centre Metro Station,11.8,60.3
Al Rashidiya,Villa,1750000.0,12/4/2022,2943.25,,0,,,Rashidiya Metro Station,13.5,68.4
Me'Aisem First,Villa,5000000.0,11/2/2021,4444.44,,0,,Jumeirah Golf,Damac Properties,10.1,53.1
Hor Al Anz,Villa,950000.0,23-02-2021,7201.33,,0,,,Abu Baker Al Siddique Metro Station,13.6,68.5
Mirdif,Villa,2300000.0,13-06-2021,3300.95,,0,,,Etisalat Metro Station,6.2,32.2
Al Barsha Third,Land,5300000.0,13-03-2023,3803.24,,0,,,Dubai Internet City,8.9,47.3
Um Suqaim Third,Villa,15300000.0,7/10/2022,11127.6,,0,,,First Abu Dhabi Bank Metro Station,10.0,58.1
Um Suqaim First,Building,3666700.0,19-10-2022,6585.31,,0,,,Noor Bank Metro Station,5.8,30.9
Al Thanayah Fourth,Land,34000000.0,14-01-2020,19264.98,,0,,Emirates Hills,Nakheel Metro Station,9.4,64.9
Al Thanayah Fourth,Villa,2950000.0,20-08-2020,4883.62,,0,,Meadows 9,Damac Properties,9.5,49.1
Wadi Al Safa 6,Villa,6850000.0,15-08-2022,9483.33,,0,,Arabian Ranches - Mirador,,5.5,31.1
Wadi Al Safa 6,Villa,8500000.0,4/10/2021,9274.51,,0,,Arabian Ranches - Savannah,,7.7,43.0
Al Jadaf,Land,20376165.0,7/7/2022,9149.32,,0,,Sama Al Jadaf,Al Jadaf Metro Station,11.3,67.2
Palm Jumeirah,Villa,24750000.0,2/1/2023,39762.87,,0,,Palm Jumeirah,Al Sufouh,13.6,81.0
Palm Jumeirah,Villa,4050000.0,17-08-2020,9568.59,,0,,Palm Jumeirah,Palm Jumeirah,5.9,31.6
Al Barsha South Fifth,Villa,890000.0,1/9/2020,4944.44,,0,,Jumeirah Village Triangle,Nakheel Metro Station,13.9,70.0
Al Barsha South Fifth,Villa,2275000.0,7/7/2022,7624.51,,0,,Jumeirah Village Triangle,Damac Properties,11.3,57.7
Al Jadaf,Land,30000000.0,3/6/2022,17347.16,,0,,Culture Village,Creek Metro Station,11.1,71.3
Al Jadaf,Building,39000000.0,21-04-2022,37166.22,,0,,Culture Village,Al Jadaf Metro Station,6.1,51.0
Wadi Al Safa 7,Land,2510469.0,15-03-2020,1553.09,,0,,Dubai Life Style City,,7.0,36.3
Wadi Al Safa 3,Villa,13693147.0,19-11-2012,10008.29,,0,,Al Barari,,14.0,77.2
Jabal Ali First,Villa,2900000.0,25-08-2020,4833.33,,0,,Al Furjan,Ibn Battuta Metro Station,10.6,54.5
Wadi Al Safa 5,Villa,4400000.0,27-01-2022,7927.93,,0,,The Villa,,12.5,64.8
Wadi Al Safa 5,Land,1950000.0,6/2/2020,3909.38,,0,,The Villa,,9.9,50.5
Al Hebiah Third,Villa,6800000.0,9/5/2022,10625.0,,0,,DAMAC HILLS,,7.9,43.1
Jumeirah First,Land,12860000.0,3/1/2023,9427.25,,0,,,Trade Centre Metro Station,9.0,51.8
Jabal Ali First,Villa,2800000.0,24-08-2020,4666.67,,0,,Al Furjan,Ibn Battuta Metro Station,6.4,33.5
Al Hebiah Third,Villa,4050000.0,31-10-2021,9000.0,,0,,DAMAC HILLS,,9.3,48.6
Nad Al Shiba First,Villa,2050000.0,25-11-2020,8715.62,,0,,,Business Bay Metro Station,7.7,39.6
Wadi Al Safa 2,Villa,2775000.0,13-06-2021,4744.73,,0,,Falcon City,,10.9,56.0
Wadi Al Safa 2,Villa,3000000.0,25-11-2021,4622.07,,0,,Falcon City,,5.9,31.1
Jabal Ali First,Land,1832445.0,4/11/2020,2045.14,,0,,Al Furjan,Ibn Battuta Metro Station,9.8,50.0
Wadi Al Safa 7,Villa,5325000.0,23-05-2022,7811.24,,0,,Arabian Ranches II - YASMIN,,10.4,54.8
Wadi Al Safa 7,Villa,4900000.0,24-10-2021,6193.28,,0,,Arabian Ranches II - YASMIN,,10.7,56.1
Al Barshaa South Second,Villa,2500000.0,9/11/2020,9122.42,,0,,Dubiotech,First Abu Dhabi Bank Metro Station,13.0,66.3
Wadi Al Safa 5,Villa,4650000.0,31-10-2022,8378.38,,0,,The Villa,,7.4,39.4
Al Yufrah 2,Land,1463000.0,10/11/2022,8369.57,,0,,DAMAC HILLS 2,,9.3,47.3
Al Warsan First,Villa,1070000.0,20-10-2020,6948.05,,0,,International City Phase 1,Rashidiya Metro Station,12.6,63.6
Al Yufrah 2,Villa,1059347.0,17-02-2022,5799.24,,0,,DAMAC HILLS 2,,11.0,55.6
Al Merkadh,Villa,7500000.0,18-11-2020,10714.44,,0,,,Business Bay Metro Station,14.9,78.4
Al Yufrah 3,Villa,1078000.0,26-09-2021,7171.84,,0,,DAMAC HILLS 2,,13.3,67.1
Al Yufrah 3,Villa,1718000.0,19-01-2022,9828.38,,0,,DAMAC HILLS 2,,5.9,30.4
Nad Al Shiba First,Villa,8300000.0,3/11/2022,16210.62,,0,,,Business Bay Metro Station,7.5,41.9
Warsan Fourth,Land,4100000.0,8/12/2022,1640.0,,0,,International City Phase 3,Rashidiya Metro Station,14.4,74.2
Hadaeq Sheikh Mohammed Bin Rashid,Land,4950000.0,13-12-2021,11367.29,,0,,DUBAI HILLS - SIDRA 3,First Abu Dhabi Bank Metro Station,12.6,65.6
Al Jadaf,Land,5590040.0,18-01-2023,1128.33,,0,,Dubai Health Care City Phase 2,Creek Metro Station,8.6,45.9
Wadi Al Safa 3,Villa,1900000.0,14-09-2020,3533.7,,0,,Living Legends,First Abu Dhabi Bank Metro Station,10.1,51.5
Jabal Ali First,Villa,2650000.0,18-03-2021,7297.66,,0,,Wasl Gate,ENERGY Metro Station,12.1,61.9
Nad Al Shiba Third,Land,2718000.0,23-08-2021,5781.75,,0,,Nad Al Shiba Villas,Creek Metro Station,14.8,75.4
Me'Aisem First,Land,17500000.0,10/2/2023,8047.9,,0,,Jumeirah Golf,Damac Properties,15.0,84.2
Nad Al Shiba Third,Land,2398000.0,28-07-2020,5117.37,,0,,Nad Al Shiba Villas,Creek Metro Station,11.2,57.3
Al Thanyah Fifth,Land,1779680.0,20-12-2020,2362.7,,0,,Jumeirah Park,Harbour Tower,7.3,37.4
Al Hebiah Sixth,Land,1725000.0,29-03-2021,8888.55,,0,,Mudon,,7.9,40.4
Al Hebiah Sixth,Land,1670000.0,10/5/2022,9088.93,,0,,Mudon,,14.7,74.4
Palm Jumeirah,Land,532724.0,22-11-2021,4144.1,,0,,Palm Jumeirah,,11.5,57.8
Al Thanayah Fourth,Villa,1875000.0,26-04-2022,10864.53,2 B/R,0,,Springs - 7,Damac Properties,9.9,50.5
Al Thanayah Fourth,Villa,1965000.0,17-06-2022,8221.76,3 B/R,0,,Springs - 2,Nakheel Metro Station,6.5,33.5
Al Thanayah Fourth,Villa,2600000.0,10/10/2021,7082.54,3 B/R,0,,Springs - 2,Nakheel Metro Station,7.0,36.4
Al Thanayah Fourth,Villa,2400000.0,23-06-2021,7275.15,3 B/R,0,,Springs - 1,Damac Properties,9.3,47.8
Al Thanayah Fourth,Villa,1811000.0,18-02-2020,4247.38,3 B/R,0,,Springs - 4,Nakheel Metro Station,10.7,54.5
Al Thanayah Fourth,Villa,1028888.0,4/3/2009,2888.76,3 B/R,0,,Springs - 1,Damac Properties,13.2,66.5
Wadi Al Safa 6,Villa,1500000.0,3/6/2021,5991.85,3 B/R,0,,Arabian Ranches - Al Reem 1,,13.2,66.8
Al Hebiah First,Villa,3250000.0,21-03-2021,8125.0,3 B/R,0,,Motor City,Dubai Internet City,12.2,62.7
Al Yelayiss 1,Villa,2100000.0,14-07-2022,8641.98,3 B/R,0,,,,10.0,51.1
Al Yelayiss 1,Villa,2000000.0,22-04-2022,8234.52,3 B/R,0,,,,7.7,39.6
Al Yelayiss 1,Villa,1480000.0,12/10/2020,5527.75,3 B/R,0,,,,8.0,40.8
Dubai Investment Park First,Villa,3075748.0,6/12/2020,10221.49,3 B/R,0,,Dubai Investment Park First,DANUBE Metro Station,7.7,40.1
Hadaeq Sheikh Mohammed Bin Rashid,Villa,3600000.0,10/2/2022,11973.26,5 B/R,0,,DUBAI HILLS - MAPLE 1,First Abu Dhabi Bank Metro Station,5.9,31.4
Hadaeq Sheikh Mohammed Bin Rashid,Villa,3700000.0,30-03-2022,13333.81,5 B/R,0,,DUBAI HILLS - MAPLE 1,First Abu Dhabi Bank Metro Station,6.7,35.4
Hadaeq Sheikh Mohammed Bin Rashid,Villa,2000000.0,11/8/2020,6288.71,4 B/R,0,,DUBAI HILLS - MAPLE 2,First Abu Dhabi Bank Metro Station,11.2,57.1
Al Yelayiss 2,Villa,2500000.0,16-03-2023,8617.42,4 B/R,0,,TOWN SQUARE,,8.1,41.8
Wadi Al Safa 7,Villa,1525000.0,3/3/2023,7682.23,2 B/R,0,,800 Villas,,8.7,44.3
Wadi Al Safa 7,Villa,2000000.0,29-07-2022,7745.93,3 B/R,0,,800 Villas,,12.8,65.1
Al Hebiah First,Villa,2740660.0,22-04-2021,11387.15,3 B/R,0,,Motor City,Dubai Internet City,11.0,56.4
Hadaeq Sheikh Mohammed Bin Rashid,Villa,2900000.0,9/6/2021,9581.08,4 B/R,0,,DUBAI HILLS - MAPLE 3,First Abu Dhabi Bank Metro Station,8.7,45.0
Al Hebiah First,Villa,2570965.0,9/8/2021,9513.99,4 B/R,0,,Motor City,Dubai Internet City,13.7,69.9
Jabal Ali First,Villa,1750000.0,25-10-2020,7734.12,3 B/R,0,,Al Furjan,Ibn Battuta Metro Station,5.1,26.4
Mirdif,Villa,1509219.0,17-10-2022,8127.19,2 B/R,0,,,Etisalat Metro Station,6.4,32.8
Mirdif,Villa,1509219.0,17-10-2022,8126.31,2 B/R,0,,,Etisalat Metro Station,9.8,49.8
Mirdif,Villa,3538000.0,21-02-2023,11920.89,3 B/R,0,,,Etisalat Metro Station,12.7,65.4
Al Thanyah Third,Unit,845000.0,6/12/2007,7865.59,2 B/R,1,AL ARTA1,The Greens,Dubai Internet City,13.7,68.9
Al Thanyah Third,Unit,382800.0,18-05-2008,5479.53,1 B/R,1,AL THAYYAL-4,The Greens,Dubai Internet City,5.3,26.7
Marsa Dubai,Unit,699000.0,10/12/2009,3900.02,3 B/R,1,Rimal 4,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,12.4,62.4
Marsa Dubai,Unit,2550000.0,1/7/2021,9470.4,4 B/R,1,Murjan 6,Jumeriah Beach Residence  - JBR,Jumeirah Beach Resdency,7.7,39.8
Marsa Dubai,Unit,2000000.0,31-12-2007,11158.85,3 B/R,1,Rimal 4,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,6.2,32.1
Marsa Dubai,Unit,656800.0,24-12-2007,8431.32,1 B/R,1,MARINA CROWN TOWER,Dubai Marina,Mina Seyahi,8.1,40.8
Marsa Dubai,Unit,1250000.0,9/3/2022,9235.32,2 B/R,1,MARINA CROWN TOWER,Dubai Marina,Mina Seyahi,7.6,38.7
Marsa Dubai,Unit,1250000.0,13-05-2022,14238.52,1 B/R,1,SAHAB-2,Dubai Marina,Jumeirah Beach Residency,14.2,71.7
Marsa Dubai,Unit,930000.0,24-06-2021,13034.34,1 B/R,1,SAHAB-2,Dubai Marina,Jumeirah Beach Residency,9.6,48.5
Marsa Dubai,Unit,1420000.0,6/5/2021,8237.14,3 B/R,1,Sadaf 6,Jumeriah Beach Residence  - JBR,Jumeirah Beach Resdency,5.2,26.7
Marsa Dubai,Unit,1250000.0,9/3/2021,9738.99,2 B/R,1,Amwaj 4,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,13.3,67.2
Marsa Dubai,Unit,3200000.0,15-05-2008,12648.72,4 B/R,1,Sadaf 8,Jumeriah Beach Residence  - JBR,Jumeirah Beach Resdency,14.3,73.2
Marsa Dubai,Unit,3100000.0,30-03-2022,19686.29,2 B/R,1,AL Murjan,Dubai Marina,Marina Towers,6.8,35.6
Al Warsan First,Unit,190000.0,9/1/2023,4233.51,Studio,0,F15,International City Phase 1,Rashidiya Metro Station,5.2,26.1
Marsa Dubai,Unit,1100000.0,15-06-2021,10107.51,1 B/R,1,Shams 4,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,10.8,54.6
Marsa Dubai,Unit,1300000.0,25-08-2020,7514.89,3 B/R,1,Shams 4,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,14.0,70.7
Marsa Dubai,Unit,2100000.0,7/7/2020,8104.98,3 B/R,1,MARINA SAIL,Dubai Marina,Jumeirah Lakes Towers,5.2,27.1
Marsa Dubai,Unit,595000.0,7/3/2023,10873.54,1 B/R,1,MARINA DIAMOND-2,Dubai Marina,Jumeirah Lakes Towers,14.0,70.3
Marsa Dubai,Unit,999350.0,12/5/2008,10025.58,1 B/R,1,ALMASS,Dubai Marina,Marina Towers,9.3,47.0
Al Warsan First,Unit,230000.0,7/3/2023,5111.11,Studio,0,X07,International City Phase 1,Rashidiya Metro Station,13.7,68.6
Al Warsan First,Unit,225000.0,13-09-2022,5000.0,Studio,0,X08,International City Phase 1,Rashidiya Metro Station,5.1,25.6
Al Warsan First,Unit,200000.0,1/11/2020,4444.44,Studio,0,L03,International City Phase 1,Rashidiya Metro Station,13.4,67.1
Al Warsan First,Unit,197870.0,16-06-2021,4397.11,Studio,0,K10,International City Phase 1,Rashidiya Metro Station,9.6,48.1
Al Warsan First,Unit,200000.0,2/9/2021,4651.16,Studio,0,K05,International City Phase 1,Rashidiya Metro Station,10.9,54.6
Al Warsan First,Unit,212000.0,30-09-2021,4818.18,Studio,0,J06,International City Phase 1,Rashidiya Metro Station,9.9,49.6
Al Warsan First,Unit,360000.0,8/11/2022,5373.13,1 B/R,0,F16,International City Phase 1,Rashidiya Metro Station,9.9,49.7
Burj Khalifa,Unit,4800000.0,10/11/2022,22042.62,2 B/R,1,ALTAJER,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,14.2,73.5
Al Thanyah Third,Unit,1050000.0,2/3/2021,11416.77,1 B/R,1,GOLF TOWERS T3,The Greens,Nakheel Metro Station,13.1,66.1
Marsa Dubai,Unit,1675000.0,8/12/2022,17993.34,1 B/R,1,AURORA W1,Dubai Marina,Jumeirah Beach Residency,6.8,34.9
Al Thanyah Fifth,Unit,2646000.0,17-05-2022,11126.53,Office,1,SABA 1,Jumeirah Lakes Towers,Jumeirah Lakes Towers,5.2,27.4
Marsa Dubai,Unit,119667.0,30-08-2022,1120.06,2 B/R,1,LA RIVIERA TOWER,Dubai Marina,Jumeirah Lakes Towers,8.6,43.1
Al Warsan First,Unit,200000.0,16-02-2020,4444.44,Studio,0,P20,International City Phase 1,Rashidiya Metro Station,11.7,58.6
Palm Jumeirah,Unit,2250000.0,7/6/2022,12023.73,2 B/R,1,Al Sarrood,Palm Jumeirah,Palm Jumeirah,13.9,70.7
Al Thanyah Fifth,Unit,1040000.0,21-07-2022,11301.89,1 B/R,1,GREEN LAKES S1,Jumeirah Lakes Towers,Damac Properties,10.1,51.0
Burj Khalifa,Unit,1300000.0,24-12-2020,13826.85,1 B/R,1,REEHAN 3,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,7.8,39.7
Al Thanyah Fifth,Unit,500000.0,11/1/2022,11792.45,Studio,1,SABA 3,Jumeirah Lakes Towers,Marina Mall Metro Station,13.8,69.3
Palm Jumeirah,Unit,3387500.0,11/2/2022,18289.06,2 B/R,1,Al Khudrawi,Palm Jumeirah,Palm Jumeirah,14.8,75.8
Al Thanyah Fifth,Unit,2025000.0,15-07-2021,10141.23,3 B/R,1,GREEN LAKES S3,Jumeirah Lakes Towers,Damac Properties,13.8,70.1
Al Warsan First,Unit,300000.0,23-02-2023,8823.53,Shop,0,X17,International City Phase 1,Rashidiya Metro Station,5.6,28.2
Al Warsan First,Unit,210000.0,30-05-2021,4883.72,Studio,0,P10,International City Phase 1,Rashidiya Metro Station,13.2,66.1
